event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,location-error-text,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp,day,month,year,hour,min
260308929,TRUE,00:00.0,14.32837298,45.88914187,aa,capture,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,447890.6391,5081949.805,33N,Central European Summer Time,00:00.0,24,4,1994,0,0
260308930,TRUE,40:00.0,14.37174524,45.87071802,ia,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451239.634,5079875.428,33N,Central European Summer Time,40:00.0,24,4,1994,18,40
260308931,TRUE,45:00.0,14.39851721,45.8665881,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453314.0114,5079400.57,33N,Central European Summer Time,45:00.0,25,4,1994,16,45
260308932,TRUE,30:00.0,14.41214825,45.88694919,nm,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454388.6889,5081654.894,33N,Central European Summer Time,30:00.0,26,4,1994,14,30
260308933,TRUE,00:00.0,14.41259884,45.87475943,ia,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454413.6814,5080300.3,33N,Central European Summer Time,00:00.0,28,4,1994,14,0
260308934,TRUE,30:00.0,14.40471176,45.88956506,ia,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453813.8614,5081949.805,33N,Central European Summer Time,30:00.0,29,4,1994,11,30
260308935,TRUE,30:00.0,14.41150929,45.88645102,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454338.7039,5081599.91,33N,Central European Summer Time,30:00.0,1,5,1994,13,30
260308936,TRUE,00:00.0,14.51405444,45.83632009,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,462261.3261,5075976.598,33N,Central European Summer Time,00:00.0,7,5,1994,19,0
260308937,TRUE,00:00.0,14.37628088,45.86826846,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451589.529,5079600.51,33N,Central European Summer Time,00:00.0,12,5,1994,14,0
260308938,TRUE,00:00.0,14.39087089,45.85912435,nm,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452714.1914,5078575.818,33N,Central European Summer Time,00:00.0,13,5,1994,21,0
260308939,TRUE,00:00.0,14.30079975,45.90449773,ia,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,445766.2766,5083674.288,33N,Central European Summer Time,00:00.0,16,5,1994,15,0
260308940,TRUE,00:00.0,14.28176475,45.93137306,nm,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444316.7117,5086673.387,33N,Central European Summer Time,00:00.0,18,5,1994,11,0
260308941,TRUE,30:00.0,14.29489216,45.91300935,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,445316.4116,5084624.003,33N,Central European Summer Time,30:00.0,21,5,1994,18,30
260308942,TRUE,00:00.0,14.40330592,45.8704373,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453688.8989,5079825.443,33N,Central European Summer Time,00:00.0,24,5,1994,16,0
260308943,TRUE,30:00.0,14.40788545,45.86978628,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454043.7924,5079750.465,33N,Central European Summer Time,30:00.0,29,5,1994,11,30
260308944,TRUE,30:00.0,14.34665009,45.84133415,nm,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449265.2265,5076626.403,33N,Central European Summer Time,30:00.0,3,6,1994,16,30
260308945,TRUE,45:00.0,14.34941202,45.88049069,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449515.1515,5080975.098,33N,Central European Summer Time,45:00.0,5,6,1994,16,45
260308946,TRUE,30:00.0,14.41320737,45.87813675,aa,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454463.6664,5080675.188,33N,Central European Summer Time,30:00.0,8,6,1994,19,30
260308947,TRUE,30:00.0,14.37817097,45.90089594,aa,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451764.4764,5083224.423,33N,Central European Summer Time,30:00.0,10,6,1994,15,30
260308948,TRUE,40:00.0,14.3475288,45.84876245,aa,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449340.204,5077451.155,33N,Central European Summer Time,40:00.0,13,6,1994,17,40
260308949,TRUE,30:00.0,14.38801423,45.82604177,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452464.2664,5074901.92,33N,Central European Summer Time,30:00.0,16,6,1994,21,30
260308950,TRUE,00:00.0,14.28069925,45.91404561,nm,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444216.7417,5084748.965,33N,Central European Summer Time,00:00.0,18,6,1994,20,0
260308951,TRUE,30:00.0,14.28111425,45.93181886,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444266.7267,5086723.372,33N,Central European Summer Time,30:00.0,19,6,1994,18,30
260308952,TRUE,00:00.0,14.28237462,45.93407622,nm,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,444366.6967,5086973.297,33N,Central European Summer Time,00:00.0,20,6,1994,20,0
260308953,TRUE,20:00.0,14.36342563,45.89429133,nm,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450614.8215,5082499.64,33N,Central European Summer Time,20:00.0,21,6,1994,14,20
260308954,TRUE,30:00.0,14.2953937,45.89884088,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,445341.4041,5083049.475,33N,Central European Summer Time,30:00.0,22,6,1994,21,30
260308955,TRUE,40:00.0,14.3442546,45.8534676,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449090.279,5077975.998,33N,Central European Summer Time,40:00.0,23,6,1994,14,40
260308956,TRUE,30:00.0,14.34753143,45.84853751,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449340.204,5077426.163,33N,Central European Summer Time,30:00.0,25,6,1994,15,30
260308957,TRUE,45:00.0,14.39459734,45.87174117,aa,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453014.1014,5079975.398,33N,Central European Summer Time,45:00.0,29,6,1994,16,45
260308958,TRUE,30:00.0,14.40103744,45.87177511,aa,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453513.9514,5079975.398,33N,Central European Summer Time,30:00.0,30,6,1994,15,30
260308959,TRUE,00:00.0,14.37225966,45.85362488,nm,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451264.6265,5077975.998,33N,Central European Summer Time,00:00.0,5,7,1994,18,0
260308960,TRUE,15:00.0,14.37294722,45.87837281,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451339.604,5080725.173,33N,Central European Summer Time,15:00.0,6,7,1994,16,15
260308961,TRUE,00:00.0,14.37195828,45.88039189,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451264.6265,5080950.105,33N,Central European Summer Time,00:00.0,9,7,1994,15,0
260308962,TRUE,00:00.0,14.33274611,45.8736462,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448215.5416,5080225.323,33N,Central European Summer Time,00:00.0,12,7,1994,14,0
260308963,TRUE,45:00.0,14.31677673,45.91539174,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,447015.9016,5084873.928,33N,Central European Summer Time,45:00.0,13,7,1994,10,45
260308964,TRUE,00:00.0,14.35068974,45.88139775,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,449615.1215,5081075.068,33N,Central European Summer Time,00:00.0,16,7,1994,16,0
260308965,TRUE,45:00.0,14.32318075,45.91880402,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,447515.7516,5085248.815,33N,Central European Summer Time,45:00.0,19,7,1994,13,45
260308966,TRUE,30:00.0,14.33213304,45.89793679,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448190.5491,5082924.513,33N,Central European Summer Time,30:00.0,20,7,1994,19,30
260308967,TRUE,00:00.0,14.33917835,45.87435842,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448715.3915,5080300.3,33N,Central European Summer Time,00:00.0,21,7,1994,14,0
260308968,TRUE,30:00.0,14.37307369,45.86712617,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451339.604,5079475.548,33N,Central European Summer Time,30:00.0,22,7,1994,15,30
260308969,TRUE,30:00.0,14.32399702,45.85154997,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,447515.7516,5077776.058,33N,Central European Summer Time,30:00.0,25,7,1994,14,30
260308970,TRUE,15:00.0,14.33979863,45.84916794,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448740.384,5077501.14,33N,Central European Summer Time,15:00.0,27,7,1994,14,15
260308971,TRUE,00:00.0,14.38224406,45.88224753,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452064.3864,5081150.045,33N,Central European Summer Time,00:00.0,28,7,1994,19,0
260308972,TRUE,30:00.0,14.38773892,45.88047754,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452489.2589,5080950.105,33N,Central European Summer Time,30:00.0,30,7,1994,13,30
260308973,TRUE,55:00.0,14.42449281,45.87684447,aa,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,455338.4038,5080525.233,33N,Central European Summer Time,55:00.0,31,7,1994,17,55
260308974,TRUE,30:00.0,14.39901611,45.85016959,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453339.0039,5077576.118,33N,Central European Summer Time,30:00.0,2,8,1994,11,30
260308975,TRUE,30:00.0,14.37369238,45.86937903,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451389.589,5079725.473,33N,Central European Summer Time,30:00.0,5,8,1994,15,30
260308976,TRUE,00:00.0,14.3719963,45.87701791,ai,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451264.6265,5080575.218,33N,Central European Summer Time,00:00.0,6,8,1994,16,0
260308977,TRUE,15:00.0,14.31192645,45.86452486,nm,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,446591.0291,5079225.623,33N,Central European Summer Time,15:00.0,7,8,1994,17,15
260308978,TRUE,50:00.0,14.33398848,45.87747754,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,448315.5116,5080650.195,33N,Central European Summer Time,50:00.0,10,8,1994,10,50
260308979,TRUE,20:00.0,14.36780986,45.87699482,nm,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450939.724,5080575.218,33N,Central European Summer Time,20:00.0,12,8,1994,10,20
260308980,TRUE,30:00.0,14.31548772,45.91538402,aa,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,446915.9316,5084873.928,33N,Central European Summer Time,30:00.0,14,8,1994,20,30
260308981,TRUE,35:00.0,14.36766895,45.86102283,ia,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450914.7315,5078800.75,33N,Central European Summer Time,35:00.0,16,8,1994,12,35
260308982,TRUE,15:00.0,14.39660239,45.86500338,ii,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453164.0564,5079225.623,33N,Central European Summer Time,15:00.0,18,8,1994,19,15
260308983,TRUE,40:00.0,14.37066499,45.88083467,ii,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451164.6565,5081000.09,33N,Central European Summer Time,40:00.0,19,8,1994,14,40
260308984,TRUE,25:00.0,14.3739285,45.87702851,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451414.5815,5080575.218,33N,Central European Summer Time,25:00.0,21,8,1994,13,25
260308985,TRUE,45:00.0,14.4080929,45.87451123,ii,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454063.7864,5080275.308,33N,Central European Summer Time,45:00.0,26,8,1994,17,45
260308986,TRUE,00:00.0,14.37661543,45.86714555,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451614.5215,5079475.548,33N,Central European Summer Time,00:00.0,29,8,1994,18,0
260308987,TRUE,50:00.0,14.39367291,45.86791218,ii,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452939.1239,5079550.525,33N,Central European Summer Time,50:00.0,30,8,1994,19,50
260308988,TRUE,45:00.0,14.39470722,45.86161915,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453014.1014,5078850.735,33N,Central European Summer Time,45:00.0,5,9,1994,16,45
260308989,TRUE,00:00.0,14.40364957,45.86841457,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453713.8914,5079600.51,33N,Central European Summer Time,00:00.0,8,9,1994,16,0
260308990,TRUE,10:00.0,14.39875187,45.87468741,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453339.0039,5080300.3,33N,Central European Summer Time,10:00.0,9,9,1994,14,10
260308991,TRUE,20:00.0,14.40961011,45.88329198,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454188.7489,5081250.015,33N,Central European Summer Time,20:00.0,14,9,1994,11,20
260308992,TRUE,10:00.0,14.41137249,45.86890451,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454313.7114,5079650.495,33N,Central European Summer Time,10:00.0,19,9,1994,13,10
260308993,TRUE,30:00.0,14.41391767,45.8718419,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454513.6514,5079975.398,33N,Central European Summer Time,30:00.0,21,9,1994,11,30
260308994,TRUE,40:00.0,14.41071425,45.8702508,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454263.7264,5079800.45,33N,Central European Summer Time,40:00.0,22,9,1994,14,40
260308995,TRUE,00:00.0,14.35887177,45.89808994,ai,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,450264.9265,5082924.513,33N,Central European Summer Time,00:00.0,24,9,1994,16,0
260308996,TRUE,20:00.0,14.40906851,45.8736165,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454138.7639,5080175.338,33N,Central European Time,20:00.0,26,9,1994,16,20
260308997,TRUE,30:00.0,14.4073843,45.88058111,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080950.105,33N,Central European Time,30:00.0,27,9,1994,16,30
260308998,TRUE,50:00.0,14.40559347,45.86729997,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453863.8464,5079475.548,33N,Central European Time,50:00.0,4,10,1994,11,50
260308999,TRUE,10:00.0,14.40203723,45.86863109,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453588.9289,5079625.503,33N,Central European Time,10:00.0,6,10,1994,13,10
260309000,TRUE,50:00.0,14.37698767,45.86264864,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451639.514,5078975.698,33N,Central European Time,50:00.0,10,10,1994,12,50
260309001,TRUE,40:00.0,14.39850993,45.8672629,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453314.0114,5079475.548,33N,Central European Time,40:00.0,11,10,1994,13,40
260309002,TRUE,20:00.0,14.40047082,45.86457384,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453463.9664,5079175.638,33N,Central European Time,20:00.0,13,10,1994,14,20
260309003,TRUE,15:00.0,14.41067383,45.87407468,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454263.7264,5080225.323,33N,Central European Time,15:00.0,14,10,1994,16,15
260309004,TRUE,20:00.0,14.40588669,45.87000085,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453888.8389,5079775.458,33N,Central European Time,20:00.0,15,10,1994,15,20
260309005,TRUE,00:00.0,14.40423346,45.87404128,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453763.8764,5080225.323,33N,Central European Time,00:00.0,16,10,1994,11,0
260309006,TRUE,00:00.0,14.40260891,45.87538248,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453638.9139,5080375.278,33N,Central European Time,00:00.0,17,10,1994,11,0
260309007,TRUE,00:00.0,14.40548555,45.877422,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453863.8464,5080600.21,33N,Central European Time,00:00.0,18,10,1994,13,0
260309008,TRUE,35:00.0,14.39849052,45.86906237,nm,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453314.0114,5079675.488,33N,Central European Time,35:00.0,19,10,1994,15,35
260309009,TRUE,40:00.0,14.38151494,45.86087366,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,451989.4089,5078775.758,33N,Central European Time,40:00.0,20,10,1994,14,40
260309010,TRUE,40:00.0,14.39945164,45.86951732,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453388.9889,5079725.473,33N,Central European Time,40:00.0,22,10,1994,15,40
260309011,TRUE,19:00.0,14.40268843,45.86795966,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453638.9139,5079550.525,33N,Central European Time,19:00.0,26,10,1994,12,19
260309012,TRUE,35:00.0,14.31439812,45.89918143,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,446815.9616,5083074.468,33N,Central European Time,35:00.0,29,10,1994,14,35
260309013,TRUE,30:00.0,14.38891959,45.8609135,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452564.2364,5078775.758,33N,Central European Time,30:00.0,30,10,1994,14,30
260309014,TRUE,25:00.0,14.39654885,45.86995192,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453164.0564,5079775.458,33N,Central European Time,25:00.0,31,10,1994,10,25
260309015,TRUE,00:00.0,14.39847596,45.87041197,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453314.0114,5079825.443,33N,Central European Time,00:00.0,1,11,1994,12,0
260309016,TRUE,30:00.0,14.40409653,45.85671967,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453738.8839,5078300.9,33N,Central European Time,30:00.0,2,11,1994,14,30
260309017,TRUE,40:00.0,14.39719284,45.86995532,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453214.0414,5079775.458,33N,Central European Time,40:00.0,3,11,1994,10,40
260309018,TRUE,45:00.0,14.40267397,45.86930926,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453638.9139,5079700.48,33N,Central European Time,45:00.0,4,11,1994,14,45
260309019,TRUE,50:00.0,14.40397396,45.86819132,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453738.8839,5079575.518,33N,Central European Time,50:00.0,13,11,1994,14,50
260309020,TRUE,30:00.0,14.4005506,45.85715101,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453463.9664,5078350.885,33N,Central European Time,30:00.0,14,11,1994,8,30
260309021,TRUE,00:00.0,14.40397396,45.86819132,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453738.8839,5079575.518,33N,Central European Time,00:00.0,18,11,1994,14,0
260309022,TRUE,00:00.0,14.40043455,45.86794785,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453463.9664,5079550.525,33N,Central European Time,00:00.0,19,11,1994,14,0
260309023,TRUE,50:00.0,14.40046357,45.86524865,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453463.9664,5079250.615,33N,Central European Time,50:00.0,21,11,1994,10,50
260309024,TRUE,20:00.0,14.4020324,45.86908096,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453588.9289,5079675.488,33N,Central European Time,20:00.0,22,11,1994,13,20
260309025,TRUE,50:00.0,14.40202999,45.86930589,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453588.9289,5079700.48,33N,Central European Time,50:00.0,24,11,1994,10,50
260309026,TRUE,45:00.0,14.40363995,45.86931431,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453713.8914,5079700.48,33N,Central European Time,45:00.0,28,11,1994,8,45
260309027,TRUE,20:00.0,14.40331555,45.86953756,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453688.8989,5079725.473,33N,Central European Time,20:00.0,7,12,1994,15,20
260309028,TRUE,40:00.0,14.40363513,45.86976418,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453713.8914,5079750.465,33N,Central European Time,40:00.0,12,1,1995,13,40
260309029,TRUE,10:00.0,14.40364235,45.86908937,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453713.8914,5079675.488,33N,Central European Time,10:00.0,18,1,1995,15,10
260309030,TRUE,50:00.0,14.4036207,45.87111378,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453713.8914,5079900.42,33N,Central European Time,50:00.0,26,1,1995,14,50
260309031,TRUE,50:00.0,14.40394991,45.87044066,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453738.8839,5079825.443,33N,Central European Time,50:00.0,3,2,1995,8,50
260309032,TRUE,00:00.0,14.40394991,45.87044066,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453738.8839,5079825.443,33N,Central European Time,00:00.0,13,3,1995,10,0
260309033,TRUE,00:00.0,14.40745842,45.87360816,ii,,1,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080175.338,33N,Central European Summer Time,00:00.0,31,3,1995,13,0
260309034,TRUE,00:00.0,14.40745842,45.87360816,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080175.338,33N,Central European Summer Time,00:00.0,2,4,1995,13,0
260309035,TRUE,00:00.0,14.40745842,45.87360816,ii,Orca film saá in der Nhe,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080175.338,33N,Central European Summer Time,00:00.0,6,4,1995,13,0
260309036,TRUE,00:00.0,14.40745842,45.87360816,ii,orcas saáen in der Nhe,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080175.338,33N,Central European Summer Time,00:00.0,7,4,1995,13,0
260309037,TRUE,30:00.0,14.40745842,45.87360816,ii,orca,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080175.338,33N,Central European Summer Time,30:00.0,8,4,1995,14,30
260309038,TRUE,00:00.0,14.40745842,45.87360816,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080175.338,33N,Central European Summer Time,00:00.0,10,4,1995,15,0
260309039,TRUE,00:00.0,14.40745842,45.87360816,ii,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080175.338,33N,Central European Summer Time,00:00.0,11,4,1995,15,0
260309040,TRUE,00:00.0,14.40745842,45.87360816,aa,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,454013.8014,5080175.338,33N,Central European Summer Time,00:00.0,21,4,1995,9,0
260309041,TRUE,00:00.0,14.40044906,45.86659825,nm,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453463.9664,5079400.57,33N,Central European Summer Time,00:00.0,24,4,1995,9,0
260309042,TRUE,50:00.0,14.40045148,45.86637332,ii,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453463.9664,5079375.578,33N,Central European Summer Time,50:00.0,25,4,1995,10,50
260309043,TRUE,00:00.0,14.40045148,45.86637332,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453463.9664,5079375.578,33N,Central European Summer Time,00:00.0,26,4,1995,9,0
260309044,TRUE,00:00.0,14.40045148,45.86637332,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,453463.9664,5079375.578,33N,Central European Summer Time,00:00.0,27,4,1995,9,0
260309045,TRUE,00:00.0,14.38664621,45.8627009,aa,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452389.2889,5078975.698,33N,Central European Summer Time,00:00.0,28,4,1995,19,0
260309046,TRUE,00:00.0,14.388499,45.86990912,nm,,4,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452539.2439,5079775.458,33N,Central European Summer Time,00:00.0,29,4,1995,13,0
260309047,TRUE,00:00.0,14.38413668,45.88585688,nm,,2,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452214.3414,5081549.925,33N,Central European Summer Time,00:00.0,2,5,1995,16,0
260309048,TRUE,40:00.0,14.38572479,45.88788995,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452339.3039,5081774.858,33N,Central European Summer Time,40:00.0,5,5,1995,13,40
260309049,TRUE,20:00.0,14.39127415,45.88117126,aa,,3,radio-transmitter,Ursus arctos,ancka,ancka,Brown bear Slovenia 1993-1999,452764.1764,5081025.083,33N,Central European Summer Time,20:00.0,10,5,1995,18,20
