Country,County,Master site,Site,Date,Time,Common name,Count,Qualifier,Accuracy,Visibility,Rain,Wind,Comments,Checked,day,month,year
Wales,Gwynedd,Lleyn Peninsula,Trwyn Yr Wylfa 1,18-Jun-14,13:50-15:40,Common Guillemot,0,Individuals on land,Accurate,good,None,0,,,18,6,2014
Wales,Gwynedd,Lleyn Peninsula,Trwyn Yr Wylfa 1,14-Jun-16,13:20-13:30,Common Guillemot,0,Individuals on land,Accurate,good,discontinuous light,1,,,14,6,2016
Wales,Gwynedd,Lleyn Peninsula,Trwyn Yr Wylfa 2,15-Jun-10,13:40-16:10,Common Guillemot,0,Individuals on land,Accurate,good,None,2,,,15,6,2010
Wales,Gwynedd,Lleyn Peninsula,Trwyn Yr Wylfa 2,06-Jun-13,10:30-15:30,Common Guillemot,0,Individuals on land,Accurate,good,None,0,,,6,6,2013
Wales,Gwynedd,Lleyn Peninsula,Trwyn Yr Wylfa 2,18-Jun-14,13:50-15:40,Common Guillemot,0,Individuals on land,Accurate,good,None,0,,,18,6,2014
Wales,Gwynedd,Lleyn Peninsula,Trwyn Yr Wylfa 2,14-Jun-16,13:30-13:40,Common Guillemot,0,Individuals on land,Accurate,good,discontinuous light,1,,,14,6,2016
Wales,Gwynedd,Porth Llanlleiana to Porth Eilian,Middle Mouse,07-Jun-86,,Common Guillemot,586,Individuals on land,Ac+min+max,,,,,,7,6,1986
Wales,Gwynedd,Porth Llanlleiana to Porth Eilian,Middle Mouse,1987,,Common Guillemot,630,Individuals on land,Accurate,,,,JA,,9,6,1987
Wales,Gwynedd,Porth Llanlleiana to Porth Eilian,Middle Mouse,03-Jun-02,11:10 - 12:20,Common Guillemot,2464,Individuals on land,Accurate,good,None,4,,,3,6,2002
Wales,Gwynedd,Porth Llanlleiana to Porth Eilian,Middle Mouse,09-Jun-16,16:50-17:10,Common Guillemot,5550,Individuals on land,Estimate,good,None,0,,,9,6,2016
Wales,Gwynedd,Puffin Island SPA,Puffin Island,1986,,Common Guillemot,872,Individuals on land,Estimate,,,,JA,,8,6,1986
Wales,Gwynedd,Puffin Island SPA,Puffin Island,03-Jul-90,14:10-14:20,Common Guillemot,460,Individuals on land,Estimate,good,None,2,,,3,7,1990
Wales,Gwynedd,Puffin Island SPA,Puffin Island,21-Jun-97,10:30-12:00,Common Guillemot,1559,Individuals on land,Estimate,,None,4,,,21,6,1997
Wales,Gwynedd,Puffin Island SPA,Puffin Island,26-Jun-99,10:00-13:00,Common Guillemot,1652,Individuals on land,Estimate,good,None,,,,26,6,1999
Wales,Gwynedd,Puffin Island SPA,Puffin Island,24-Jun-00,00:00,Common Guillemot,1821,Individuals on land,Estimate,,None,,,,24,6,2000
Wales,Gwynedd,Puffin Island SPA,Puffin Island,23-Jun-01,10:30 - 12:00,Common Guillemot,2799,Individuals on land,Accurate,good,None,3,,,23,6,2001
Wales,Gwynedd,Puffin Island SPA,Puffin Island,26-Jun-02,09:45-13:45,Common Guillemot,2106,Individuals on land,Estimate,good,None,2,,,26,6,2002
Wales,Gwynedd,Puffin Island SPA,Puffin Island,01-Jul-03,10:30-12:30,Common Guillemot,2599,Individuals on land,Estimate,good,None,1,,,1,7,2003
Wales,Gwynedd,Puffin Island SPA,Puffin Island,22-Jun-04,10:40-13:15,Common Guillemot,2208,Individuals on land,Estimate,good,None,1,,,22,6,2004
Wales,Gwynedd,Puffin Island SPA,Puffin Island,08-Jun-05,09:30-12:15,Common Guillemot,3323,Individuals on land,Estimate,good,None,1,,,8,6,2005
Wales,Gwynedd,Puffin Island SPA,Puffin Island,28-Jun-06,09:50-12:55,Common Guillemot,2325,Individuals on land,Estimate,good,None,1,,,28,6,2006
Wales,Gwynedd,Puffin Island SPA,Puffin Island,22-Jun-07,10:05-12:35,Common Guillemot,1979,Individuals on land,Estimate,good,None,2,,,22,6,2007
Wales,Gwynedd,Puffin Island SPA,Puffin Island,02-Jun-09,09:50-11:55,Common Guillemot,3533,Individuals on land,Estimate,good,None,2,,,2,6,2009
Wales,Gwynedd,Puffin Island SPA,Puffin Island,07-Jun-10,09:30-11:45,Common Guillemot,2249,Individuals on land,Estimate,good,None,1,,,7,6,2010
Wales,Gwynedd,Puffin Island SPA,Puffin Island,20-Jun-11,09:50-12:45,Common Guillemot,3072,Individuals on land,Estimate,good,None,3,,,20,6,2011
Wales,Gwynedd,Puffin Island SPA,Puffin Island,27-Jun-13,09:20-12:15,Common Guillemot,3086,Individuals on land,Estimate,poor,continuous light,4,,,27,6,2013
Wales,Gwynedd,Puffin Island SPA,Puffin Island,12-Jun-14,09:30-12:15,Common Guillemot,3295,Individuals on land,Estimate,good,None,2,,,12,6,2014
Wales,Gwynedd,Puffin Island SPA,Puffin Island,14-Jun-15,09:30-12:45,Common Guillemot,3627,Individuals on land,Estimate,good,None,1,,,14,6,2015
Wales,Gwynedd,Puffin Island SPA,Puffin Island,14-Jun-17,09:55-12:55,Common Guillemot,3085,Individuals on land,Estimate,good,None,0,,,14,6,2017
Wales,Gwynedd,Puffin Island SPA,Puffin Island,08-Jun-18,09:30-14:10,Common Guillemot,4178,Individuals on land,Estimate,good,None,0,,,8,6,2018
Wales,Gwynedd,South Stack,Abraham's Bosom,23-Jun-01,18:30 - 19:00,Common Guillemot,165,Individuals on land,Accurate,good,None,2,,,23,6,2001
Wales,Gwynedd,South Stack,Abraham's Bosom,09-Jun-16,15:27-15:45,Common Guillemot,315,Individuals on land,Estimate,good,None,0,,,9,6,2016
Wales,Gwynedd,South Stack,Gogarth,23-Jun-01,19:30 - 20:00,Common Guillemot,196,Individuals on land,Accurate,good,None,2,,,23,6,2001
Wales,Gwynedd,South Stack,Gogarth,09-Jun-16,15:45-16:00,Common Guillemot,7,Individuals on land,Accurate,good,None,0,,,9,6,2016
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,Jun-87,,Common Guillemot,2979,Individuals on land,Minimum,,,,,,1,6,1987
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,04 June 2001 - 23 June 2001,08:45 - 10:30,Common Guillemot,3528,Individuals on land,Estimate,good,None,1,,,,,2001
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2 June 2006 - 6 June 2006,09:15-13:00,Common Guillemot,4859,Individuals on land,Accurate,,,,RSPB site 2413,,,,2006
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2007,00:00,Common Guillemot,5053,Individuals on land,Accurate,,,,,,29,6,2007
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2008,00:00,Common Guillemot,4221,Individuals on land,Accurate,,,,,,30,6,2008
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2009,00:00,Common Guillemot,4858,Individuals on land,Accurate,,,,Imported from RSPB database ..,,1,7,2009
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2010,,Common Guillemot,4705,Individuals on land,Accurate,,,,Imported from RSPB database ..,,2,7,2010
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2011,00:00,Common Guillemot,5630,Individuals on land,Accurate,,,,,,3,7,2011
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,1 January 2012 - 29 November 2012,00:00,Common Guillemot,5183,Individuals on land,Accurate,,,,,,,,2012
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2013,00:00,Common Guillemot,5563,Individuals on land,Accurate,,,,RSPB site 2413,,5,7,2013
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2014,00:00,Common Guillemot,4773,Individuals on land,Accurate,,,,,,6,7,2014
Wales,Gwynedd,South Stack,South Stack and Penlas RSPB,2015,00:00,Common Guillemot,5878,Individuals on land,Accurate,,,,,,7,7,2015
Wales,West Glamorgan,Gower,Worms Head,1986,,Common Guillemot,85,Individuals on land,Accurate,,,,,,8,6,1986
Wales,West Glamorgan,Gower,Worms Head,1987,00:00,Common Guillemot,178,Individuals on land,Accurate,,,,,,9,6,1987
Wales,West Glamorgan,Gower,Worms Head,1988,,Common Guillemot,154,Individuals on land,Accurate,,,,,,10,6,1988
Wales,West Glamorgan,Gower,Worms Head,1989,,Common Guillemot,184,Individuals on land,Accurate,,,,,,11,6,1989
Wales,West Glamorgan,Gower,Worms Head,1990,,Common Guillemot,118,Individuals on land,Accurate,,,,,,12,6,1990
Wales,West Glamorgan,Gower,Worms Head,1991,,Common Guillemot,146,Individuals on land,Accurate,,,,,,13,6,1991
Wales,West Glamorgan,Gower,Worms Head,03-Jun-01,15:00 - 15:30,Common Guillemot,190,Individuals on land,Estimate,good,None,2,,,3,6,2001
Wales,Gwynedd,Aberdaron Coast and Bardsey Island SPA,Ynysoedd Gwylan (Fawr and Bach Total),2010,00:00,Common Guillemot,104,Individuals on land,Accurate,,,,,,2,7,2010
Wales,Gwynedd,Aberdaron Coast and Bardsey Island SPA,Ynysoedd Gwylan (Fawr and Bach Total),1 January 2011 - 1 November 2011,00:00,Common Guillemot,77,Individuals on land,Accurate,,,,,,,,2011
Wales,Gwynedd,Aberdaron Coast and Bardsey Island SPA,Ynysoedd Gwylan (Fawr and Bach Total),09-Jun-15,00:00,Common Guillemot,44,Individuals on land,Accurate,,,,,,9,6,2015
Wales,Gwynedd,Aberdaron Coast and Bardsey Island SPA,Ynysoedd Gwylan (Fawr and Bach Total),1 January 2017 - 1 November 2017,00:00,Common Guillemot,23,Individuals on land,Accurate,,,,,,,,2017
Wales,Gwynedd,Aberdaron Coast and Bardsey Island SPA,Ynysoedd Gwylan (Fawr and Bach Total),1 January 2018 - 1 October 2018,00:00,Common Guillemot,59,Individuals on land,Accurate,,,,,,,,2018
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1986,00:00,Common Guillemot,1120,Individuals on land,Accurate,,,,,,8,6,1986
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1987,00:00,Common Guillemot,1525,Individuals on land,Accurate,,,,,,9,6,1987
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1988,00:00,Common Guillemot,1640,Individuals on land,Accurate,,,,,,10,6,1988
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1989,00:00,Common Guillemot,510,Individuals on land,Accurate,,,,,,11,6,1989
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1990,00:00,Common Guillemot,1370,Individuals on land,Accurate,,,,,,12,6,1990
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1991,00:00,Common Guillemot,1630,Individuals on land,Accurate,,,,,,13,6,1991
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1992,00:00,Common Guillemot,1125,Individuals on land,Accurate,,,,,,14,6,1992
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,15-Jun-93,00:00,Common Guillemot,1520,Individuals on land,Accurate,,,,,,15,6,1993
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1994,,Common Guillemot,1935,Individuals on land,Accurate,,,,,,16,6,1994
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,21-Jun-95,19:00-20:00,Common Guillemot,1740,Individuals on land,Accurate,,,,,,21,6,1995
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,1996,00:00,Common Guillemot,684,Individuals on land,Accurate,,,,,,18,6,1996
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,29-May-97,18:00-20:00,Common Guillemot,1875,Individuals on land,Accurate,,,,,,29,5,1997
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,27-May-99,18:30 - 21:00,Common Guillemot,622,Individuals on land,Accurate,fair,discontinuous light,1,,,27,5,1999
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,28-Jun-00,00:00,Common Guillemot,1512,Individuals on land,Accurate,,,,,,28,6,2000
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,2001,00:00,Common Guillemot,1452,Individuals on land,Accurate,,,,,,23,6,2001
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,2002,00:00,Common Guillemot,1585,Individuals on land,Accurate,,,,,,24,6,2002
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,2004,00:00,Common Guillemot,1675,Individuals on land,Accurate,,,,,,26,6,2004
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,2005,00:00,Common Guillemot,650,Individuals on land,Accurate,,,,,,27,6,2005
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,04-Jul-06,00:00-20:00,Common Guillemot,1012,Individuals on land,Accurate,,,,,,4,7,2006
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,17-Jun-10,16:45-17:45,Common Guillemot,1681,Individuals on land,Accurate,,,,,,17,6,2010
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,29-Jun-11,12:20-16:00,Common Guillemot,1478,Individuals on land,Accurate,,,,,,29,6,2011
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,05-Jul-13,19:30-20:55,Common Guillemot,1903,Individuals on land,Accurate,good,None,1,,,5,7,2013
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,23-Jun-14,08:30-09:30,Common Guillemot,1773,Individuals on land,Accurate,good,None,2,,,23,6,2014
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,29-Jun-15,14:30-16:00,Common Guillemot,1626,Individuals on land,Accurate,good,None,2,,,29,6,2015
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,24-Jun-16,10:30-12:00,Common Guillemot,2264,Individuals on land,Accurate,,,,,,24,6,2016
Wales,Gwynedd,Great Orme and Little Orme,Great Orme,14-Jun-17,18:30-20:00,Common Guillemot,2618,Individuals on land,Accurate,,,,,,14,6,2017
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,1986,,Common Guillemot,845,Individuals on land,Accurate,,,,,,8,6,1986
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,1987,,Common Guillemot,818,Individuals on land,Accurate,,,,,,9,6,1987
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,1988,,Common Guillemot,724,Individuals on land,Accurate,,,,,,10,6,1988
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,1989,,Common Guillemot,441,Individuals on land,Accurate,,,,,,11,6,1989
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,1990,,Common Guillemot,850,Individuals on land,Accurate,,,,,,12,6,1990
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,1991,,Common Guillemot,790,Individuals on land,Accurate,,,,,,13,6,1991
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,1992,,Common Guillemot,765,Individuals on land,Accurate,,,,,,14,6,1992
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,20 January 1993 - 31 December 1993,00:00,Common Guillemot,665,Individuals on land,Accurate,,,,,,,,1993
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,1994,,Common Guillemot,980,Individuals on land,Accurate,,,,,,16,6,1994
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,21-Jun-95,17:45-18:45,Common Guillemot,865,Individuals on land,Accurate,,,,,,21,6,1995
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,25-Jun-96,00:00,Common Guillemot,726,Individuals on land,Accurate,,,,,,25,6,1996
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,29-May-97,18:00-20:00,Common Guillemot,927,Individuals on land,Accurate,,,,,,29,5,1997
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,22-Jun-98,18:00-20:00,Common Guillemot,732,Individuals on land,Accurate,,,,,,22,6,1998
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,27-May-99,18:30-21:00,Common Guillemot,444,Individuals on land,Accurate,,,,,,27,5,1999
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,28-Jun-00,18:30-21:15,Common Guillemot,603,Individuals on land,Accurate,,,,,,28,6,2000
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,22-Jun-02,15:30-18:30,Common Guillemot,604,Individuals on land,Accurate,,,,,,22,6,2002
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,25-Jun-04,16:30-17:00,Common Guillemot,678,Individuals on land,Accurate,,,,,,25,6,2004
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,14-Jul-05,18:50-19:50,Common Guillemot,122,Individuals on land,Accurate,,,,,,14,7,2005
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,04-Jul-06,20:00-21:00,Common Guillemot,611,Individuals on land,Accurate,,,,,,4,7,2006
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,17-Jun-10,15:15-16:30,Common Guillemot,628,Individuals on land,Accurate,,,,,,17,6,2010
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,29-Jun-11,12:20-16:00,Common Guillemot,516,Individuals on land,Accurate,,,,,,29,6,2011
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,05-Jul-13,18:05-19:20,Common Guillemot,899,Individuals on land,Accurate,good,None,1,,,5,7,2013
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,23-Jun-14,07:15-08:20,Common Guillemot,1314,Individuals on land,Accurate,good,None,2,,,23,6,2014
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,29-Jun-15,16:15-17:15,Common Guillemot,538,Individuals on land,Accurate,good,None,2,,,29,6,2015
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,24-Jun-16,12:00-13:30,Common Guillemot,845,Individuals on land,Accurate,,,,,,24,6,2016
Wales,Gwynedd,Great Orme and Little Orme,Little Orme,14-Jun-17,17:00-18:30,Common Guillemot,805,Individuals on land,Accurate,,,,,,14,6,2017
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,07-Jun-70,14:00-15:00,Common Guillemot,2005,Individuals on land,Estimate,good,None,2,,,7,6,1970
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,02-Jul-76,11:30-13:00,Common Guillemot,2960,Individuals on land,Accurate,good,None,,,,2,7,1976
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,03-Jul-79,11:00-15:00,Common Guillemot,3486,Individuals on land,Accurate,good,None,2,,,3,7,1979
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,04-Jun-87,11:00-14:30,Common Guillemot,5205,Individuals on land,Estimate,good,None,3,,,4,6,1987
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,16-Jun-89,,Common Guillemot,7586,Individuals on land,Accurate,,,,,,16,6,1989
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,14-Jun-90,,Common Guillemot,6119,Individuals on land,Accurate,,,,,,14,6,1990
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,25-Jun-92,11:00-14:30,Common Guillemot,5775,Individuals on land,Estimate,good,None,2,,,25,6,1992
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,24-Jun-97,13:50-16:00,Common Guillemot,6185,Individuals on land,Estimate,good,discontinuous light,2,,,24,6,1997
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,18-Jun-00,08:45 - 10:00,Common Guillemot,7980,Individuals on land,Estimate,good,None,1,,,18,6,2000
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,27-Jun-06,11:30-15:00,Common Guillemot,8226,Individuals on land,Estimate,fair,discontinuous light,0,,,27,6,2006
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,23-Jun-09,10:05-13:30,Common Guillemot,17230,Individuals on land,Estimate,good,None,,very large increase ..,,23,6,2009
Wales,Gwynedd,Lleyn Peninsula,Carreg y Llam,01-Jul-11,11:00-13:30,Common Guillemot,13520,Individuals on land,Estimate,good,None,1,,,1,7,2011
