nest_ID,male_id,male_age,female_id,female_age,Site,NGR,Ref,find.date,fledge.date,year,obs.period,expo,outcome,outcome.1,clutch,chicks,fledged,brood,comments,Nest.found,x,y,altitude,Notes,Predated,distance_to_nearest_track,track50,track100,track150,track200,density_of_tracks,Ycons,tandc,exp,nest_age_atLoc,julian.day.find,julian.day.nest.initiation,julian.day.1,age.day.1,jdayinit,month,week
117,LH77805,6,,,Bryn,SS8311590321,Cwm Goblin,13/07/2018,16/07/2018,2018,3,36,s,1,2,2,2,1,1st brood located through cold searching,yes,283115,190321,,,,,,,,,,,,,,,,,,,,
118,LH77809,6,,,Afan,SS8326092750,,25/07/2018,25/07/2018,2018,0,36,s,1,2,2,2,,two chicks and adult male caught in net alongside of track,no,283260,192750,,,,,,,,,,,,,,,,,,,,
119,,,,,Clocaenog,,upper osprey platform,05/07/2018,,2018,,,,,,,,,,yes,298267,355145,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,upper osprey platform,05/07/2018,,2018,,,,,,,,,,yes,298267,355145,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Llyfarddu,?,,2018,,,,,,,,,,yes,302159,354074,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Llyfarddu,?,,2018,,,,,,,,,,yes,302159,354074,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Met mast,,,2018,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Central clearing,06/07/2018,,2018,,,,,,,,,trail cam,yes,301164,352514,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Central clearing,06/07/2018,,2018,,,,,,,,,trail cam. On eggs 0n 13/07/18,yes,301164,352514,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Cefn hafod lom top,07/07/2018,,2018,,,,,1,1,,,,yes,297892,353239,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Gors y wern substation,08/07/2018,,2018,,,,,,,,,,yes,301425,358562,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Aberterfyn 1st brood,,08/07/2018,2018,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Aberterfyn 1st brood,,08/07/2018,2018,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,SH9842555689,Cefn hafod lom lower lakeside,11/07/2018,,2018,,,,,,,,,,yes,298425,355689,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,SH9842555689,Cefn hafod lom lower lakeside,11/07/2018,,2018,,,,,,,,,,yes,298425,355689,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Aberterfyn 2nd brood,13/07/2018,,2018,,,,,,,,,trail cam,yes,301292,356885,,,,,,,,,,,,,,,,,,,,
,,,LH76700,6,Clocaenog,,Clywedog,14/07/2018,,2018,,,,,,,,,,yes,300287,357551,,,,,,,,,,,,,,,,,,,,
,,,LH76706,6,Clocaenog,,Clywedog,14/07/2018,,2018,,,,,,,,,,yes,300287,357551,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,T5,14/07/2018,,2018,,,,,,,,2nd brood,trail cam,yes,300394,357549,,,,,,,,,,,,,,,,,,,,
,,,LJ75288,6,Clocaenog,,Derwydd Mawr,16/07/2018,,2018,,,,,,,,,,yes,301185,350076,,,,,,,,,,,,,,,,,,,,
,,,LJ75288,6,Clocaenog,,Derwydd Mawr,16/07/2018,,2018,,,,,,,,,,yes,301185,350076,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Cefn hafod lom upper,18/07/2018,,2018,,,,,1,1,,,chicks circa 6 days old on 06/08,yes,298395,355154,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Cefn hafod lom upper,18/07/2018,,2018,,,,,1,1,,,chicks circa 6 days old on 06/08,yes,298395,355154,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Cefn hafod lom top,18/07/2018,,2018,,,,,,,,,chicks ca 4 days old on 06/08,yes,298510,355218,,,,,,,,,,,,,,,,,,,,
,,,,,Clocaenog,,Cefn hafod lom top,18/07/2018,,2018,,,,,,,,,chicks ca 4 days old on 06/08,yes,298510,355218,,,,,,,,,,,,,,,,,,,,
